SNP	PVALUE
rs7568960	0.4203
rs12713469	0.1432
rs5742933	0.7943
rs12464428	0.6676
rs17024947	0.9604
rs6546208	0.12728
rs6714678	0.3465
rs11693682	0.1328
rs3828194	0.1081
rs12692762	0.4629
rs1568241	0.4224
rs7559692	0.5237
rs3820989	0.54
rs275412	0.6367
rs427642	0.07414
rs1880747	0.5911
rs6708270	0.5816
rs1430283	0.1264
rs10193032	0.15638
rs4662534	0.5004
rs2946373	0.3742
rs6732551	0.2662
rs2577282	0.5098
rs9653349	0.6145
rs7597007	0.0542
rs1190116	0.9813
rs12619729	0.05562
rs11678173	0.8486
rs2249543	0.9025
rs2135163	0.3154
rs11674272	0.5472
rs7574066	0.4675
rs3917329	0.1231
rs779391	0.1982
rs7590861	0.3785
rs3116496	0.6019
rs7425354	0.09604
rs2346204	0.4626
rs1406249	0.09138
rs7584643	0.00376
rs2868992	0.19462
rs2009321	0.6224
rs4452100	0.5772
rs7592284	0.4009
rs16841734	0.9715
rs1445135	0.19944
rs11901829	0.9115
rs6731785	0.2671
rs1542136	0.8089
rs2363311	0.837
rs4663701	0.02592
rs2028181	0.5037
rs2949813	0.9846
rs1005608	0.3186
rs10497293	0.7698
rs1401308	0.5456
rs10201136	0.8361
rs2166962	0.07543
rs1979481	0.10576
rs1019299	0.6892
rs10177926	0.2127
rs13401352	0.4348
rs1437993	0.593
rs13012383	0.9378
rs1105880	0.19152
rs12468767	0.9411
rs13417930	0.04019
rs7585499	0.19328
rs10432581	0.2509
rs10190718	0.02362
rs10929759	0.6011
rs287307	0.5762
rs12614526	0.06896
rs12691633	0.17432
rs963064	0.2455
rs17727261	0.1708
rs4671885	0.8859
rs4561675	0.8373
rs13027962	0.5211
rs7560218	0.7688
rs6725113	0.6182
rs13417954	0.5002
rs1519197	0.1783
rs10173519	0.15394
rs10180494	0.842
rs1519211	0.9119
rs11685537	0.5635
rs9287501	0.5838
rs17006497	0.9396
rs990524	0.4288
rs7580774	0.4448
rs10183748	0.1497
rs6546724	0.815
rs11897930	0.7446
rs10179760	0.0759
rs17520680	0.08876
rs1864462	0.0431
rs17188448	0.2883
rs6731869	0.9948
rs6719701	0.4369
rs2542490	0.03342
rs1516279	0.0008469
rs1367122	0.615
rs6739671	0.5632
rs12105377	0.5309
rs6739653	0.9342
rs1546456	0.1713
rs2553001	0.4068
rs6710170	0.8141
rs842828	0.5814
rs2558100	0.7574
rs1420376	0.8995
rs3843330	0.1921
rs6725619	0.4586
rs9917315	0.6575
rs962580	0.5901
rs16987945	0.5189
rs1015592	0.3403
rs1919177	0.2287
rs13008520	0.1507
rs1377783	0.8622
rs2118774	0.803
rs2271813	0.9799
rs12999325	0.000425
rs1179494	0.783
rs4314024	0.3027
rs17010743	0.8082
rs1401856	0.7226
rs978884	0.7532
rs10933069	0.01949
rs7587928	0.5518
rs6547260	0.5715
rs1426707	0.7471
rs13386874	0.3386
rs929652	0.02986
rs6436948	0.9451
rs2421538	0.04957
rs2683628	0.7772
rs12053164	0.5318
rs2123032	0.006107
rs1573989	0.8718
rs7606179	0.5702
rs11123966	0.02307
rs11678767	0.8656
rs13386517	0.1023
rs2860019	0.4612
rs41392	0.3799
rs2971007	0.95
rs707051	0.4002
rs2287011	0.1194
rs929549	0.12746
rs12612210	0.8411
rs16984540	0.08508
rs6734305	0.8829
rs12693213	0.04988
rs6759896	0.381
rs2364725	0.769
rs2030386	0.9478
rs10184594	0.4648
rs9309160	0.133
rs4954026	0.04363
rs194235	0.6643
rs6721784	0.853
rs13424075	0.7793
rs13033576	0.0286
rs1898587	0.3901
rs4150477	0.07014
rs11685185	0.137
rs12613141	0.04182
rs12466816	0.1632
rs2191912	0.8817
rs3754838	0.3581
rs17448447	0.7525
rs7578881	0.02852
rs4953445	0.3067
rs6730608	0.4034
rs2953442	0.4139
rs6714422	0.5475
rs6433906	0.561
rs12617170	0.4764
rs336030	0.05601
rs1007327	0.004423
rs10210048	0.7024
rs643812	0.1145
rs6751518	0.16274
rs868714	0.5983
rs11685401	0.1759
rs12463931	0.467
rs7602404	0.04416
rs11695263	0.682
rs10182074	0.19138
rs896496	0.2016
rs6756426	0.4339
rs1919272	0.962
rs13419134	0.814
rs558492	0.5372
rs6746238	0.829
rs4572555	0.8956
rs4670499	0.8031
rs4849838	0.19
rs1946499	0.8052
rs10203883	0.197
rs1863135	0.7368
rs11685503	0.7993
rs13031136	0.10028
rs2271884	0.9689
rs1115857	0.884
rs12998980	0.10912
rs1364054	0.2049
rs1669454	0.2274
rs11680163	0.9695
rs17020630	0.294
rs13022407	0.06258
rs6737398	0.5249
rs2675149	0.01275
rs4234060	0.4215
rs12479176	0.00663
rs749008	0.11636
rs12470095	0.5493
rs1424640	0.04344
rs7578521	0.02755
rs12052406	0.02328
rs1669522	0.8526
rs12475648	0.8307
rs16981939	0.9226
rs2861051	0.1381
rs6706857	0.7746
rs9973445	0.5351
rs11897946	0.9248
rs4662740	0.4058
rs1994247	0.2531
rs6724524	0.9047
rs13424459	0.04774
rs4510185	0.03596
rs7565620	0.6459
rs231789	0.17692
rs435403	0.7102
rs6531224	0.6984
rs13382579	0.03182
rs2969775	0.02224
rs10933355	0.8894
rs10170353	0.9744
rs13014178	0.8181
rs6725887	0.0139
rs1686489	0.3949
rs2357490	0.9334
rs13393992	0.5669
rs6706956	0.5425
rs1835335	0.941
rs6436183	0.5445
rs1011577	0.4812
rs2384363	0.2368
rs12477850	0.2205
rs10445807	0.08186
rs12474572	0.35
rs12998978	0.796
rs11678164	0.4871
rs2887762	0.6971
rs2974140	0.1454
rs2061807	0.9411
rs12693170	0.9825
rs12996502	0.9743
rs8192539	0.1202
rs919883	0.2322
rs10932196	0.17672
rs172357	0.08768
rs7581587	0.7498
rs16855818	0.0001194
rs10865075	0.05268
rs4482521	0.3692
rs12622699	0.6517
rs16860351	0.82
rs6744385	0.1953
rs1509652	0.08376
rs2358495	0.7142
rs13419942	0.5979
rs17394972	0.1132
rs1510841	0.7352
rs972053	0.8706
rs7601267	0.4734
rs1921820	0.04346
rs13001078	0.8426
rs3821110	0.6058
rs6732606	0.8896
rs1992248	0.1455
rs6709296	0.3274
rs2901581	0.2773
rs16822821	0.146
rs12476834	0.2291
rs1316775	0.8646
rs11896942	0.581
rs2709266	0.1392
rs10864963	0.0853
rs4664920	0.1918
rs6744047	0.2936
rs637519	0.07967
rs2043095	0.1926
rs12615778	0.6627
rs11691190	0.8804
rs17015360	0.5757
rs17582442	0.16688
rs1516289	0.792
rs4852819	0.1954
rs1918042	0.9529
rs2551206	0.5661
rs7573017	0.2979
rs7567133	0.2569
rs4953402	0.7214
rs482536	0.2177
rs1368091	0.327
rs10192071	0.0146
rs2130290	0.6599
rs4536609	0.2326
rs968998	0.5478
rs9309465	0.8978
rs2380680	0.9652
rs13029637	0.6265
rs9678368	0.6089
rs2342291	0.0006439
rs13017308	0.14096
rs13003146	0.8608
rs2581861	0.4876
rs7578671	0.1866
rs6759499	0.1506
rs260641	0.1877
rs1861619	0.1777
rs6742814	0.5748
rs13017999	0.5938
rs12476436	0.7937
rs887989	0.2601
rs150694	0.00277
rs6722288	0.1762
rs13408620	0.2134
rs7618382	0.3627
rs2030516	0.8587
rs6803846	0.119
rs1733326	0.1636
rs6795820	0.2258
rs7609876	0.2419
rs7374767	0.9379
rs2971468	0.6279
rs1352638	0.4812
rs2306380	0.3984
rs13098396	0.4579
rs1381066	0.7374
rs304027	0.8005
rs9876848	0.5576
rs10804520	0.6621
rs265859	0.3161
rs9875987	0.08728
rs13076170	0.04522
rs699455	0.2862
rs7428918	0.7382
rs882226	0.3491
rs422810	0.02112
rs17361212	0.6145
rs13072307	0.8981
rs368255	0.1012
rs9813346	0.5485
rs9859463	0.2785
rs7642809	0.4579
rs9865891	0.3315
rs1574133	0.2495
rs1603995	0.6719
rs10510306	0.3465
rs13089376	0.9775
rs13096471	0.5636
rs11128258	0.6882
rs1871393	0.6563
rs6810264	0.3995
rs2048589	0.1565
rs1627256	0.5885
rs3821503	0.2865
rs2371069	0.5823
rs7625372	0.3958
rs2634538	0.02302
rs11711410	0.06651
rs1061375	0.4286
rs9877719	0.3209
rs9830715	0.9362
rs1587420	0.1764
rs10510620	0.6393
rs9857481	0.4345
rs2164342	0.4847
rs7635236	6.082e-05
rs7635180	0.0545
rs11927011	0.5569
rs7610890	0.1882
rs12638258	0.1158
rs17638538	0.1602
rs2720275	0.5987
rs4974200	0.5625
rs6809011	0.6933
rs9864546	0.1116
rs1920203	0.9764
rs7647820	0.6683
rs7625510	0.5623
rs10934106	0.8799
rs13323451	0.508
rs771156	0.4043
rs151739	0.6999
rs3849470	0.9309
rs9683386	0.615
rs778459	0.8274
rs9825442	0.6899
rs577204	0.03758
rs13060511	0.5051
rs11718552	0.1355
rs7652002	0.5148
rs6785814	0.17538
rs7625465	0.007359
rs3891298	0.524
rs495483	0.16918
rs4383463	0.0624
rs12492904	0.7962
rs1343852	0.4963
rs2307090	0.1205
rs1574079	0.8661
rs6808967	0.1266
rs283941	0.7474
rs1906541	0.7323
rs16866431	0.273
rs11717844	0.4748
rs12107887	0.2629
rs9855865	0.003396
rs6794504	0.7135
rs13088978	0.08052
rs2268847	0.7099
rs12638275	0.6474
rs2091726	0.9534
rs6800093	0.9154
rs13085088	0.5564
rs1559772	0.9113
rs11708879	0.682
rs13078996	0.02416
rs9833643	0.06226
rs7428364	0.002262
rs17466478	0.4532
rs6782557	0.4099
rs1473348	0.9908
rs9829131	0.115
rs1492092	0.01912
rs1871350	0.5254
rs1720543	0.6433
rs7610516	0.4643
rs12714817	0.01221
rs6438737	0.14988
rs9827939	0.7621
rs1818482	0.7455
rs6770185	0.09742
rs1316415	0.8173
rs390802	0.1026
rs17553377	0.5476
rs6779688	0.8649
rs7650898	0.3234
rs13062572	0.19204
rs4678251	0.8172
rs2257216	0.07641
rs1111342	0.03655
rs7628943	0.9285
rs11919470	0.7155
rs11918042	0.7095
rs2003228	0.06748
rs11716005	0.4776
rs7624403	0.5113
rs6777105	0.2988
rs1164215	0.5249
rs6764954	0.7404
rs4955368	0.6572
rs2566343	0.5006
rs7639840	0.725
rs355092	0.3932
rs9845618	0.03288
rs13324104	0.11288
rs1008893	0.8067
rs11925916	0.883
rs13066713	0.007748
rs17274833	0.4404
rs2685046	0.6804
rs9990208	0.0291
rs9869020	0.1715
rs1498000	0.009694
rs13094871	0.8263
rs1036970	0.8367
rs182867	0.8494
rs12487636	0.06192
rs6762346	0.1459
rs9853972	0.7934
rs2888381	0.2145
rs7620145	0.7463
rs1349285	0.5698
rs4269082	0.2404
rs4684123	0.9081
rs11917401	0.4322
rs2433031	0.2105
rs4114674	0.3652
rs1387859	0.4943
rs6771075	0.001033
rs992179	0.2071
rs7609974	0.6842
rs201736	0.6903
rs12639263	0.6228
rs9311190	0.402
rs1061860	0.9866
rs1450088	0.7309
rs12495240	0.3162
rs4679317	0.6136
rs17012869	0.6207
rs7650542	0.4834
rs1808099	0.5586
rs6762278	0.5746
rs6785876	0.5638
rs1496801	0.07878
rs6770500	0.7081
rs1512743	0.3011
rs1851355	0.2249
rs9821237	0.16678
rs333340	0.002351
rs7633667	0.7006
rs11129748	0.03103
rs16825619	0.5474
rs9288862	0.936
rs3844275	0.03029
rs3772886	0.808
rs11914892	0.7758
rs9861569	0.1334
rs11714962	0.09805
rs7635161	0.9575
rs11710773	0.2637
rs1663058	0.7524
rs7618068	0.9154
rs13091474	0.9087
rs2268490	0.4599
rs11924679	0.6893
rs10934118	0.3547
rs17824974	0.3169
rs17723032	0.7655
rs299642	0.06476
rs1165253	0.001143
rs9844672	0.11254
rs7652486	0.1175
rs3772254	0.5913
rs951978	0.2391
rs7640480	0.12804
rs1529071	0.005375
rs17817774	0.1355
rs12494068	0.5008
rs1532712	0.146
rs11718964	0.5189
rs12486974	0.8588
rs6786522	0.7621
rs9829399	0.17664
rs9823797	0.6743
rs1928564	0.3004
rs10935233	0.02732
rs9883003	0.7278
rs9790220	0.8871
rs6773147	0.6357
rs1507436	0.8596
rs9682469	0.623
rs7633526	0.8728
rs9835030	0.2334
rs7614363	0.4971
rs7632628	0.2337
rs1005988	0.5785
rs7612962	0.1392
rs1032479	0.6987
rs9840481	0.3698
rs7609886	0.09518
rs1386875	0.08317
rs1116001	0.4653
rs1666489	0.4994
rs2060312	0.1845
rs9852893	0.0845
rs7428366	0.15462
rs576698	0.831
rs1166983	0.6516
rs13319227	0.1305
rs17071837	0.14594
rs12330712	0.08027
rs4955979	0.5934
rs2163326	0.02848
rs4856797	0.7632
rs10510393	0.808
rs7613082	0.5492
rs4683593	0.09283
rs11710025	0.6946
rs6548437	0.02854
rs6445355	0.6063
rs1609729	0.4372
rs6442220	0.1815
rs12636237	0.05215
rs13087868	0.6483
rs485483	0.3477
rs340260	0.06158
rs719403	0.4129
rs17058209	0.8134
rs7648852	0.8659
rs6790994	0.5922
rs326414	0.05904
rs13324783	0.9688
rs9812786	0.3429
rs483200	0.5022
rs17078141	0.9581
rs326264	0.221
rs2713626	0.01812
rs1920241	0.6041
rs6549526	0.4778
rs3108335	0.02572
rs13067018	0.6985
rs6769403	0.4889
rs6799949	0.948
rs4856621	0.9611
rs1588969	0.09606
rs7631695	0.9086
rs1708080	0.3187
rs17055208	0.6086
rs7652319	0.9679
rs2581786	0.4461
rs4682389	0.4738
rs994819	0.1423
rs9855700	0.03035
rs9870875	0.008576
rs6784395	0.4048
rs17446866	0.1616
rs1405398	0.2165
rs7610496	0.229
rs4444694	0.6796
rs9863364	0.4546
rs312475	0.6403
rs9853704	0.138
rs894744	0.5905
rs2123370	0.4135
rs7628978	0.02568
rs12638227	0.1532
rs12487077	0.8551
rs33767	0.648
rs161923	0.04426
rs361225	0.6946
rs16856129	0.9878
rs9289719	0.1357
rs2128850	0.8277
rs13078855	0.8888
rs2289634	0.2872
rs9813907	0.3342
rs6803546	0.17686
rs7624422	0.07441
rs1452192	0.15366
rs641025	0.08818
rs7620840	0.6893
rs698360	0.5295
rs4894513	0.5397
rs12695370	0.5388
rs9848727	0.7306
rs11717638	0.04138
rs7646277	0.1451
rs13059913	0.3228
rs11719575	0.09409
rs10510383	0.04627
rs4626044	0.8977
rs2044753	0.07217
rs9866999	0.1482
rs9861327	0.1197
rs13322003	0.3643
rs6787455	0.1731
rs550438	0.3323
rs6796017	0.7397
rs13100119	0.1489
rs17494170	0.013604
rs2293616	0.13678
rs4459929	0.3419
rs619802	0.02317
rs3774230	0.8956
rs17387575	0.6894
rs11130286	0.02678
rs11720523	0.7309
rs12489287	0.1966
rs1186534	0.1
rs4277705	0.1498
rs556820	0.09686
rs778520	0.9487
rs4679237	0.5533
rs781304	0.9695
rs6780484	0.5465
rs7626657	0.9481
rs11719949	0.8946
rs2292228	0.3935
rs6767119	0.2276
rs6442993	0.8691
rs7625928	0.6952
rs2134719	0.1608
rs17195624	0.6371
rs2730326	0.7253
rs523982	0.1771
rs9832484	0.9289
rs2608455	0.3424
rs6772823	0.4272
rs7648281	0.03113
rs1034967	0.6562
rs12636162	0.5673
rs4688481	0.8419
rs6788893	0.1084
rs6786130	0.4725
rs1017490	0.4226
rs4475058	0.8923
rs11129887	0.18
rs7627561	0.9795
rs6808448	0.04948
rs9871052	0.9934
rs291482	0.04176
rs9822002	0.3694
rs7620658	0.201
rs2199411	0.6512
rs1900614	0.5471
rs1375215	0.5281
rs9830080	0.1408
rs2630803	0.1448
rs11925641	0.14966
rs1979676	0.2147
rs17718970	0.008444
rs7653217	0.06906
rs4577512	0.3969
rs17712258	0.07293
rs2044604	0.577
rs3804568	0.4611
rs6783911	0.3145
rs1868127	0.7507
rs10935259	0.09612
rs2069184	0.001616
rs9862378	0.1007
rs718501	0.04848
rs7427071	0.8629
rs9864433	0.5412
rs17271940	0.9906
rs9852973	0.8386
rs1400202	0.2728
rs345045	0.18734
rs1515472	0.9878
rs2405549	0.8579
rs6775971	0.5098
rs247974	0.8967
rs9834236	0.08576
rs1345178	0.2664
rs9859895	0.0728
rs17600045	0.1795
rs2345339	0.4343
rs996784	0.1725
rs7643354	0.8067
rs9813094	0.3251
rs2373047	0.6337
rs11705789	0.351
rs11718012	0.00322
rs1500080	0.7225
rs4686933	0.7386
rs10490809	0.904
rs11715035	0.599
rs10446322	0.6818
rs12171276	0.3741
rs2122042	0.6768
rs12495424	0.2237
rs1874655	0.6352
rs13325931	0.303
rs9877353	0.385
rs1813783	0.6079
rs1164223	0.10306
rs1712544	0.8178
rs7653155	0.728
rs9859543	0.03896
rs7624622	0.4075
rs13062047	0.3241
rs9830149	0.9661
rs9290392	0.467
rs1521303	0.3767
rs16862075	0.849
rs1012408	0.00897
rs6782517	0.6241
rs6548450	0.4686
rs6808688	0.1097
rs6794039	0.1493
rs12492931	0.13126
rs6805141	0.9351
rs11720469	0.7715
rs2350514	0.3464
rs1376482	0.349
rs7374540	0.9775
rs4687026	0.108
rs888509	0.1514
rs4856202	0.7751
rs833297	0.383
rs2399023	0.5589
rs1344314	0.6601
rs1567788	0.8427
rs13085587	0.8803
rs870622	0.6808
rs6439361	0.5977
rs1497997	0.04466
rs13085734	0.3643
rs2608136	0.802
rs2168445	0.004914
rs6810201	0.4898
rs7619405	0.4492
rs11127799	0.9116
rs3849502	0.2966
rs693201	0.07055
rs6805025	0.3685
rs7625157	0.7489
rs9830632	0.5764
rs970495	0.1638
rs11128723	0.6224
rs6798166	0.3451
rs4855963	0.9186
rs13071716	0.2433
rs4012241	0.4754
rs12491794	0.2596
rs6792668	0.3342
rs2966580	0.8607
rs9820206	0.05929
rs1464614	0.6404
rs304017	0.08332
rs9869446	0.3683
rs17065345	0.11858
rs1534322	0.4583
rs917934	0.894
rs9876713	0.3507
rs6771601	0.5631
rs4683613	0.7267
rs1131598	0.1006
rs12495903	0.06023
rs2875907	0.6355
rs4684343	0.6763
rs9990153	0.19898
rs7638853	0.03386
rs814753	0.9231
rs13097173	0.7349
rs4955737	0.1659
rs661519	0.09699
rs11919218	0.01534
rs2903834	0.02765
rs9848224	0.772
rs9826992	0.07219
rs1344872	0.5731
rs10804956	0.3775
rs9867731	0.732
rs11711086	0.6816
rs6793295	0.2732
rs6549736	0.9217
rs1352787	0.2848
rs1318819	0.4417
rs6796131	0.6957
rs11128206	0.2238
rs1965283	0.9714
rs2712327	0.412
rs348863	0.7704
rs6802157	0.3738
rs7617496	0.9671
rs7635776	0.08222
rs11916040	0.15666
rs4682073	0.2022
rs2640017	0.6409
rs17286269	0.6407
rs1982998	0.4693
rs7617143	0.8264
rs13071153	0.09906
rs7626498	0.0339
rs13080583	0.3859
rs4679616	0.08934
rs2681780	0.8782
rs4274791	0.05335
rs1992984	0.1245
rs1521590	0.3498
rs1381760	0.4313
rs166507	0.8028
rs17434103	0.329
rs16827056	0.5814
rs644454	0.6384
rs11928756	0.2859
rs6440257	0.6739
rs3935896	0.6627
rs12638335	0.544
rs676102	0.6399
rs4687435	0.3229
rs10804675	0.6276
rs11917072	0.17906
rs9836738	0.5715
rs1387731	0.4944
rs9875743	0.1024
rs11711379	0.7494
rs40409	0.2019
rs4234369	0.8216
rs12487760	0.8706
rs11707430	0.1793
rs11712747	0.4233
rs7615947	0.5288
rs1354235	0.1408
rs793496	0.2074
rs9990292	0.8505
rs3915008	0.05778
rs2006377	0.7535
rs7651867	0.15302
rs4498065	0.7902
rs6796725	0.9846
rs9872223	0.4896
rs7623157	0.269
rs7619392	0.05289
rs6765206	0.08152
rs1873263	0.4801
rs13318886	0.8332
rs9831276	0.7741
rs1452076	0.7577
rs17712069	0.6137
rs3821477	0.9645
rs11717146	0.1029
rs2575768	0.412
rs6800127	0.221
rs4118372	0.6062
rs9289666	0.2993
rs4260410	0.624
rs12494826	0.01971
rs4290839	0.7548
rs12493729	0.2646
rs2029607	0.9724
rs1167035	0.8527
rs2293328	0.02954
rs1878434	0.8953
rs4857717	0.5142
rs9873903	0.1491
rs6770483	0.6921
rs6800045	0.478
rs2729319	0.2348
rs6784233	0.03622
rs11128941	0.4918
rs2343224	0.7756
rs3749240	0.08695
rs6800477	0.03244
rs6443776	0.2544
rs6782448	0.11052
rs12634401	0.4306
rs4687083	0.5312
rs14134	0.7024
rs6762286	0.5125
rs1500530	0.1463
rs12714954	0.913
rs11924613	0.2593
rs4077972	0.5659
rs4555536	0.6015
rs4373045	0.6142
rs1400292	0.10044
rs10511195	0.5616
rs7614480	0.2852
rs2276003	0.05007
rs6779543	0.08627
rs17585084	0.0938
rs1558953	0.9952
rs6439411	0.5129
rs2683914	0.3913
rs7628442	0.4758
rs9811721	0.1448
rs668038	0.3044
rs2680657	0.1325
rs12491000	0.4917
rs6800282	0.0334
rs7638033	0.008656
rs1874088	0.3436
rs10511332	0.1951
rs7648549	0.128
rs2979948	0.2418
rs762745	0.07392
rs815541	0.7078
rs11721318	0.8018
rs11721080	0.1134
rs2727926	0.686
rs11712856	0.588
rs6778050	0.7876
rs6772598	0.006436
rs561639	0.5846
rs1023738	0.8203
rs13069603	0.9869
rs10935849	0.0010598
rs2958070	0.1014
rs4855598	0.2336
rs903051	0.717
rs12634358	0.5477
rs9858366	0.17118
rs6548941	0.909
rs4610246	0.1674
rs571391	0.1524
rs9821928	0.9086
rs1373641	0.9066
rs784519	0.13246
rs11920873	0.8706
rs17643558	0.2765
rs12486370	0.9524
rs4858067	0.7846
rs9874488	0.4352
rs9827057	0.64
rs10490784	0.02401
rs405910	0.269
rs10212259	0.09981
rs11924659	0.9209
rs6770031	0.03376
rs7614851	0.8868
rs9310520	0.5906
rs833267	0.3785
rs2115938	0.6607
rs4858734	0.2015
rs7430433	0.1157
rs9874811	0.8908
rs2221154	0.11966
rs6792252	0.0925
rs2128535	0.5492
rs10936601	0.2301
rs7630876	0.6636
rs11128846	0.5499
rs9839790	0.3249
rs7622842	0.01092
rs4084868	0.7785
rs6797730	0.11664
rs2597318	0.6893
rs2304503	0.01151
rs698674	0.5053
rs7637436	0.4799
rs13085367	0.14906
rs16852036	0.2465
rs6783879	0.43
rs1840675	0.2947
rs6550896	0.5423
rs4894986	0.2882
rs10516219	0.11222
rs1512955	0.5611
rs6812943	0.8817
rs4478136	0.9709
rs6813541	0.003225
rs1426978	0.4375
rs17289195	0.9671
rs6827849	0.9994
rs6855137	0.3528
rs1399814	0.5533
rs4234770	0.985
rs9998522	0.8048
rs7694313	0.03556
rs10050160	0.2039
rs11100680	0.7163
rs544236	0.7735
rs12647746	0.3636
rs6827946	0.3863
rs1439346	0.8062
rs6815275	0.1861
rs1348601	0.3799
rs4864364	0.5128
rs11097313	0.6078
rs2309336	0.2299
rs11097565	0.17836
rs6842285	0.05441
rs9312621	0.01206
rs233984	0.6059
rs2874817	0.4493
rs6533340	0.212
rs1439258	0.4744
rs12646683	0.6117
rs11728142	0.7654
rs3884529	0.7333
rs6854219	0.6793
rs897349	0.4136
rs10517029	0.10874
rs12500073	0.5373
rs12650193	0.2566
rs10031347	0.1457
rs13130858	0.3689
rs6813423	0.2994
rs6847681	0.076
rs1857886	0.09454
rs588332	0.7815
rs1000516	0.5698
rs977139	0.04844
rs13101541	0.002984
rs961489	0.4348
rs7663980	0.02587
rs361099	0.3433
rs6554112	0.09123
rs814393	0.05141
rs2324642	0.5376
rs11940472	0.8162
rs10032736	0.7725
rs1463096	0.5886
rs10027941	0.3084
rs13119961	0.2874
rs4860555	0.2048
rs1532563	0.063
rs11729630	0.7526
rs6816957	0.3297
rs17002277	0.04708
rs7686373	0.05321
rs2381387	0.5177
rs13122461	0.4976
rs4626191	0.7003
rs2635211	0.251
rs10010351	0.007468
rs1401908	0.1405
rs10489055	0.4644
rs6819896	0.782
rs10019870	0.7639
rs17409478	0.1406
rs1897759	0.08798
rs1382425	0.09272
rs2272427	0.3114
rs7684283	0.10672
rs2124649	0.02686
rs7691385	0.4752
rs2298967	0.2306
rs10025154	0.198
rs10025279	0.01019
rs17085763	0.3276
rs13134810	0.1725
rs7695331	0.8429
rs2008444	0.2661
rs7678876	0.2524
rs1533762	0.7717
rs2345275	0.3537
rs12644077	0.08222
rs17060818	0.02648
rs10938748	0.1293
rs2015829	0.11656
rs12651345	0.6214
rs12642294	0.7888
rs7681106	0.4852
rs2925956	0.9983
rs1491378	0.11862
rs10939267	0.4265
rs6851620	0.5209
rs1488297	0.1931
rs6852985	0.06434
rs1497717	0.2681
rs7678692	0.7952
rs11099672	0.3162
rs13123960	0.1826
rs322431	0.2872
rs7695123	0.4341
rs13139565	0.7157
rs6822062	0.7051
rs12644982	0.9115
rs6553594	0.01452
rs7696426	0.4805
rs17529113	0.2258
rs4863612	0.5973
rs17088864	0.6137
rs12331264	0.09096
rs9991816	0.03894
rs971752	0.4772
rs11939851	0.2248
rs17086063	0.11818
rs6820247	0.1014
rs10032581	0.3016
rs4861070	0.3569
rs1369034	0.002916
rs6820810	0.04169
rs1486863	0.4782
rs4859700	0.7613
rs1491309	0.3342
rs10002286	0.68
rs13149175	0.5779
rs10025744	0.2696
rs4693005	0.57
rs6836411	0.1677
rs2332658	0.6688
rs6820576	0.7878
rs10939740	0.3346
rs1369467	0.1007
rs1510815	0.6738
rs2970855	0.1004
rs6532393	0.3211
rs11133030	0.6716
rs13103155	0.256
rs320749	0.4567
rs6531635	0.2809
rs3898404	0.06442
rs6848382	0.1095
rs12644031	0.08637
rs17009168	0.9812
rs3857079	0.0717
rs6536708	0.5639
rs10518171	0.1458
rs4379077	0.1027
rs17279270	0.2232
rs10012363	0.4552
rs1383618	0.15524
rs6816117	0.6093
rs1863337	0.11582
rs2285766	0.7515
rs1044722	0.08836
rs283018	0.19196
rs7672723	0.539
rs4315764	0.8963
rs4440285	0.8903
rs718454	0.6298
rs12643550	0.5074
rs7683134	0.5189
rs1356119	0.8994
rs17023936	0.8045
rs13126277	0.1629
rs1588100	0.8098
rs7675918	0.0649
rs17245723	0.05946
rs1369988	0.07738
rs6830758	0.03154
rs2033767	0.8506
rs11947152	0.1274
rs1481121	0.1519
rs17039583	0.5303
rs2754210	0.5055
rs12512858	0.3249
rs2135966	0.1795
rs12505838	0.7801
rs336326	0.146
rs7685012	0.04242
rs1032297	0.8806
rs13134642	0.06102
rs6856491	0.14726
rs4697413	0.8726
rs4859580	0.4535
rs13115271	0.3678
rs6823151	0.06814
rs13117732	0.18144
rs4834561	0.7277
rs7685468	0.1951
rs4585300	0.6329
rs1356382	0.16624
rs736880	0.06903
rs7673787	0.03589
rs17825868	0.01729
rs3796797	0.5133
rs2968992	0.12258
rs13117846	0.6808
rs17598438	0.3377
rs7664791	0.3834
rs6851930	0.657
rs7677178	0.9605
rs3987	0.10448
rs12500379	0.03346
rs6838942	0.005326
rs10006303	0.7152
rs10024284	0.8375
rs4861155	0.7531
rs4470701	0.03289
rs1847334	0.0793
rs2132875	0.7074
rs4975057	0.958
rs992113	0.9165
rs4833179	0.04728
rs2881162	0.6143
rs12506454	0.2338
rs2660402	0.5188
rs13101575	0.12158
rs10015286	0.525
rs12650232	0.09057
rs11733322	0.502
rs10028923	0.03808
rs13131255	0.5345
rs13112608	0.02632
rs6839073	0.2061
rs11726278	0.7543
rs10517057	0.1235
rs673099	0.6349
rs6826453	0.4448
rs13134158	0.8471
rs10518435	0.6334
rs11944455	0.8833
rs6841454	0.6698
rs6533446	0.01801
rs11737827	0.5865
rs6855776	0.3225
rs17082198	0.2301
rs17239387	0.05358
rs3935512	0.3777
rs4833953	0.2241
rs6820961	0.4859
rs1493131	0.5379
rs6828127	0.1907
rs6852087	0.02463
rs745351	0.5445
rs16875194	0.478
rs13147416	0.8907
rs2309672	0.1663
rs12512460	0.4001
rs4862378	0.1121
rs7669468	0.6409
rs904450	0.2318
rs6841345	0.05095
rs907980	0.5151
rs13107149	0.2525
rs6850897	0.6072
rs968097	0.05189
rs11729604	0.1882
