SNP	PVALUE
rs6534109	0.0326156836
rs12498671	0.0028459606
rs878145	0.4118218358
rs17002699	0.3126518474
rs12511919	0.5371083569
rs11725535	0.2993781532
rs1433667	0.0519275175
rs12511017	0.6828260053
rs17023493	0.7024710979
rs17228756	0.2647174009
rs1348139	0.2670505408
rs2163934	0.0766671287
rs13106357	0.2294658891
rs6814710	0.7771222429
rs17509596	0.3347205831
rs12506178	0.0120634013
rs6830679	0.740603437
rs3846250	0.9529543357
rs7698546	0.7572482764
rs4362875	0.1160273107
rs11946609	0.8161210282
rs7683009	0.4807099471
rs2324506	0.7595555196
rs7662795	0.2358023767
rs1019703	0.2664146739
rs451461	0.7044323757
rs1517131	0.9087370957
rs6854951	0.2505138547
rs1923775	0.0479147954
rs207335	0.5482877918
rs11734813	0.2981371279
rs1380156	0.8587403508
rs16844569	0.5275626387
rs715070	0.1371151835
rs6821700	0.0851231632
rs7686399	0.3325983129
rs2175323	0.5768923461
rs1445517	0.3502016586
rs2668555	0.7931639908
rs10520471	0.6292431918
rs10031498	0.5532653474
rs9999648	0.216707493
rs2361167	0.5471807079
rs1822670	0.3291563391
rs919855	0.1464581592
rs1455288	0.3794832477
rs6531847	0.1128557832
rs1159780	0.5885593449
rs4695706	0.2839934754
rs10029121	0.7757988048
rs10008095	0.924007386
rs1481256	0.0273966482
rs195104	0.0853045257
rs10519425	0.4047328202
rs2871247	0.6486381442
rs7669599	0.0265624017
rs292084	0.5214312652
rs6533680	0.7170748424
rs7654644	0.4378475786
rs363124	0.243615564
rs2581770	0.4149220729
rs7671254	0.116916592
rs3816248	0.6779041676
rs11133001	0.5953059543
rs11942761	1.84985e-05
rs4974603	0.9048087887
rs10008795	0.8301691048
rs517350	0.9374378186
rs17686333	0.9284558291
rs6448316	0.5779597671
rs1996452	0.0130834097
rs11942124	0.8689794704
rs1065403	0.9199071722
rs10520346	0.1132323428
rs11929782	0.0033836437
rs2711137	0.0223139893
rs1982835	0.9104827802
rs704045	0.5596154338
rs12650177	0.9527800279
rs778956	0.7034519622
rs1023776	0.5064242443
rs17025493	0.8113756348
rs1032672	0.9964286691
rs1349409	0.0232202735
rs1463323	0.1126738832
rs996743	0.2041519946
rs1383976	0.700420599
rs17816380	0.4004485941
rs13140128	0.5557515032
rs17619810	0.2204389761
rs7673205	0.6025978412
rs1554730	0.5589717326
rs1319630	0.9648057319
rs4458451	0.439859654
rs11733383	0.4382415203
rs9999352	0.9106573411
rs7665512	0.9673325197
rs12644646	0.7576020234
rs173412	0.2320056119
rs12498185	0.0156131997
rs2522457	0.3828289165
rs17375054	0.1060089185
rs17289656	0.3535008611
rs13102257	0.8917962667
rs16868299	0.5081056758
rs4956130	0.7547715931
rs10470806	0.1827216224
rs4621381	0.6991719505
rs13121934	0.1955550597
rs13136129	0.7335976884
rs2293229	-0.0234947391
rs1605057	0.0811380942
rs6534410	0.0525459559
rs6838110	0.1448848607
rs12507008	0.9822300027
rs13109225	0.8662672449
rs1464454	0.7834719084
rs12647620	0.4736304932
rs7696219	0.8547126757
rs7675353	0.1048460355
rs2698223	0.0665669631
rs1025852	0.2202177674
rs10029393	0.3427804511
rs6830173	0.5067979763
rs13123270	0.0371705393
rs893024	0.3743551338
rs1484333	0.5348865661
rs12501117	0.741312495
rs6843208	0.8169117171
rs17054543	0.6656250988
rs12506500	0.8214789906
rs4594673	0.5269128932
rs17757703	0.3348925119
rs17051111	0.6645482198
rs4263397	0.6285308244
rs12500489	0.2809581546
rs4862634	0.2685329455
rs4318601	0.0392975809
rs10028455	0.8260443406
rs12640839	0.0839208603
rs7672031	0.0695983735
rs11729520	0.1104199808
rs984242	0.444252442
rs13129697	0.823498514
rs13146955	0.1088891043
rs6819153	0.3935168283
rs168989	0.0952439883
rs4693625	0.2710700671
rs1532984	0.3196011884
rs11723881	0.9922475682
rs4410552	0.8950283847
rs3747680	0.7033559861
rs7667638	0.3889017331
rs7674002	0.5217102182
rs2911869	0.527098548
rs975820	0.3765263913
rs2359610	0.8257810064
rs3866836	0.4941586176
rs715811	0.1061380942
rs2715501	0.2986543548
rs7441842	0.2157828335
rs12498711	0.7056799489
rs9684145	0.9550459751
rs906445	0.0752875532
rs1386476	0.3545992173
rs17009660	0.3012020755
rs2136229	0.9714274407
rs6811135	0.0882760352
rs1032138	0.3368400994
rs6821090	0.7482221867
rs6851647	0.120980776
rs2310155	0.9434534414
rs4256271	0.3962532583
rs1450463	0.74884197
rs4693749	0.5409929663
rs2162400	0.8057634882
rs13134194	0.1086517099
rs6840014	0.1574559562
rs6553506	0.0030698419
rs10938824	0.0668048437
rs2323299	0.7744751596
rs1478094	0.7376778291
rs1512301	0.0227265273
rs13123888	0.2034763812
rs10027721	0.7118250543
rs3792715	0.4954718845
rs9884250	0.3827305961
rs10856883	0.4848548084
rs4293776	0.8437617207
rs1800812	0.3949832264
rs11733459	0.0068609817
rs17064106	0.9357811481
rs16884125	0.9643700676
rs7681155	0.886641159
rs10029599	0.3043314266
rs6829588	0.8826208677
rs1444278	0.6432334528
rs12501135	0.9903312098
rs10049963	0.7921952482
rs17503508	0.8938928397
rs7660549	0.2428584361
rs3017918	0.0947826878
rs1491230	0.9395303323
rs4699209	0.4508487858
rs9312240	0.7545946566
rs6814109	0.2366733481
rs10032941	0.9787454489
rs7660461	0.0219475533
rs12639620	0.7362589184
rs1441073	0.8410444245
rs7688921	0.3061845051
rs3888807	0.1316168141
rs6826401	0.91790044
rs4864116	0.4932107513
rs17035310	0.0736697001
rs16882432	0.97613195
rs2135615	0.7707678394
rs7667774	0.6396269948
rs17727149	0.2654602502
rs11729397	0.0084912835
rs6841837	0.989634348
rs13139074	0.7442366239
rs1429109	0.976044832
rs1394027	0.4272801341
rs12640833	0.2714924165
rs2732058	0.7274729742
rs13148344	0.1056656759
rs11934173	0.227930492
rs13108249	0.3233692258
rs6848773	0.6210099324
rs1969231	0.7268513194
rs7685184	0.4036625771
rs4557258	0.3655458357
rs1913607	0.2550179553
rs1979068	0.6727987366
rs6447080	0.3336092631
rs2869288	0.8417457194
rs6844304	0.254640438
rs2164344	0.8806103635
rs13118144	0.254640438
rs1899694	0.9364787042
rs7677595	0.4430181021
rs7698059	0.1269450393
rs17072028	0.1156272243
rs2647262	0.9543487732
rs6841737	0.7375891555
rs10016733	0.141615157
rs2321689	0.2587579657
rs7677621	0.7669705235
rs11131535	0.0702141705
rs1969402	0.0987799733
rs10006198	0.7216982501
rs13148765	0.0190216736
rs13111651	0.3551980327
rs546237	0.8206886401
rs4832873	0.3591849891
rs6534442	0.9496423608
rs10009368	0.6356876426
rs12507172	0.213111851
rs11099681	0.7854111629
rs10938296	0.3256053652
rs227903	0.5081439484
rs7695300	0.1158998572
rs4690322	0.7998543776
rs13435138	0.4980029479
rs388102	0.9991289445
rs17072846	0.7066600085
rs7665403	0.4945338972
rs1374624	0.1913425934
rs11734123	0.4466500426
rs17225089	0.8571644452
rs2611009	0.2491160952
rs12510356	0.5911136296
rs722595	0.8821838222
rs4128252	0.1222175747
rs11722214	0.3118321649
rs4695463	0.791931028
rs6832172	0.9022644757
rs2581969	0.380959985
rs9291310	0.2989645997
rs11725360	0.3208242605
rs7662214	0.9976481493
rs12509403	0.3926364845
rs1679594	0.2090779814
rs282722	0.3304732582
rs10050087	0.5746643704
rs7440402	0.7196536838
rs1468221	0.916025574
rs1967234	0.8237619026
rs10025150	0.35180205
rs6820236	0.5492100935
rs4622971	0.0361766136
rs1349408	0.6648174602
rs17509643	0.1860643288
rs1396187	0.208194917
rs17513709	0.4463635055
rs929617	0.2152270065
rs4698262	0.135503733
rs1491225	0.3438856491
rs4362773	0.3788922384
rs6842291	0.809529612
rs7697951	0.9400534399
rs9884207	0.3742563815
rs744597	0.9658513124
rs11935592	0.4968116017
rs2254659	0.7698848998
rs17083718	0.7051453055
rs4690351	0.2451282467
rs11098289	0.3618711854
rs4538458	0.0032749663
rs4441767	0.0284671456
rs752673	0.0012816782
rs7654396	0.2695907122
rs1160677	0.0642207363
rs9999718	0.9825784518
rs16844152	0.3894052886
rs10516326	0.6119449364
rs7699017	0.3115246675
rs2358911	0.7483107304
rs11731491	0.5265415517
rs4330400	0.0865127336
rs7676585	0.5067045476
rs304639	0.5115590452
rs10517962	0.4800499685
rs12500223	0.7640550988
rs4691240	0.6915852639
rs7680105	0.1223449024
rs7660649	0.3192952683
rs1394040	0.7586631676
rs13114202	0.1797124168
rs315404	0.7807833031
rs12509851	0.4256427006
rs10024266	0.4217852853
rs2968948	0.0060130185
rs9790427	0.4201438951
rs10520386	0.8246398191
rs7683472	0.674948971
rs7693848	0.2409091045
rs6818303	0.9516470091
rs4392536	0.5914783953
rs1490538	0.2441560479
rs4540058	0.0261425785
rs1390066	0.7848823175
rs9312181	0.7681187355
rs11132409	0.928891912
rs6552660	0.2638561537
rs4057984	0.3271181255
rs12500834	0.6803141009
rs4645205	0.7483992729
rs4689310	0.7729747763
rs6847930	0.3835170216
rs17608635	0.0772543596
rs1037851	0.2772853744
rs3796531	0.2307800955
rs1426134	0.2788607034
rs11735736	0.917464172
rs9884830	0.1282805095
rs13102895	0.7853230242
rs13128387	0.6162078013
rs906487	0.0936950075
rs524178	0.461125252
rs16889473	0.6813051717
rs13127564	0.5691657009
rs734348	0.1499922757
rs12331118	0.2893146284
rs6836518	0.6138501333
rs10050025	0.9014036579
rs917413	0.3009279023
rs4435723	0.5283050461
rs9790792	0.6762028844
rs2044668	0.2092912768
rs6845064	0.7553908387
rs9968522	0.6294239765
rs6833673	0.4073575053
rs17813352	0.9162425794
rs170776	0.526634391
rs219460	0.5176164478
rs17573709	0.273496629
rs1009026	0.9708175749
rs1126772	0.0319056527
rs955748	0.7321779502
rs2720452	0.0221600102
rs12645169	0.0528149258
rs2056255	0.5247770976
rs10517212	0.5801551356
rs1436069	0.1693190748
rs2138581	0.9497295215
rs4696393	0.5608105763
rs12502664	-0.0395429553
rs4689309	0.9217392642
rs13152233	0.3488001053
rs17820410	0.2083069605
rs12645134	0.044125533
rs1047012	0.3626663311
rs7696128	0.5869164455
rs17006792	0.5793067459
rs12641649	0.6165704074
rs6835249	0.8817467652
rs1401189	0.7998543776
rs2137429	0.2645050743
rs335997	0.9193836927
rs1878493	0.194912277
rs356195	0.7454768084
rs13108930	0.5262630176
rs10520161	0.4913626972
rs1847370	0.0849277385
rs6846400	0.8491945508
rs13115888	0.7440594375
rs4865234	0.7051453055
rs17618813	0.5561196754
rs4508940	0.5306239827
rs7662354	0.2980336597
rs2189575	0.4419059194
rs4833147	0.278650771
rs1596116	0.0379501562
rs1871711	0.7198314974
rs1393851	0.2345160988
rs6817730	0.0083037416
rs13145906	0.849369765
rs6819056	0.4467455475
rs4861066	0.3853835266
rs4458520	0.3262146694
rs236776	0.8163845978
rs7661298	0.3218847848
rs7437890	0.0689212061
rs355687	0.2079707883
rs17019852	0.5995860199
rs4342151	0.5876467064
rs2168528	0.2754976539
rs993926	0.1227775708
rs1497574	0.3864633317
rs17026127	0.8355203096
rs17751808	0.0033405698
rs1385677	0.1321791546
rs10517407	0.4082316868
rs4689318	0.1005091597
rs17469268	0.2468544814
rs13116975	0.4558018864
rs12506332	0.7462155468
rs899875	0.1524619859
rs11728248	0.4436875485
rs335336	0.5334045502
rs6841823	0.0426089027
rs11945200	0.181796967
rs10021805	0.2083069605
rs13140786	0.8815719393
rs10004712	0.3913642044
rs6830286	0.7777397769
rs971005	0.8152424152
rs828165	0.0910438482
rs11100735	0.1067374535
rs1456499	0.8685984525
rs7684555	0.3169478471
rs12640963	0.137659544
rs4321623	0.9525185647
rs1379983	0.5315510988
rs11730137	0.6631120385
rs7675062	0.7723568931
rs260899	0.5009063032
rs8192018	0.8515597439
rs17863010	0.3041877656
rs11097669	0.1991853092
rs4833930	0.2089713192
rs12645269	0.4580846791
rs4274923	0.8651297115
rs950845	0.5353641962
rs10517670	0.0092946755
rs6823920	0.2865001903
rs3756172	0.273918161
rs7674455	0.1051779623
rs13117018	0.044021648
rs6837205	0.4461282962
rs10029119	0.5886505973
rs12500298	0.3561956087
rs1874541	0.7720037964
rs7690851	0.4018127008
rs12647249	0.2500839598
rs11731245	0.6296951403
rs2602087	0.5120254191
rs1461525	0.4613724759
rs6533171	0.9196454338
rs6828580	0.7246306557
rs4859413	0.8242886609
rs7684184	0.880872617
rs1485604	0.844813418
rs9998720	0.722764729
rs839018	0.8261321173
rs6828126	0.0090408642
rs1906615	0.0275852736
rs2716797	0.7916580598
rs7668786	0.0451838239
rs1523167	0.0134230162
rs1486976	0.880872617
rs7674577	0.3944524056
rs6533524	0.7548600598
rs13116362	0.4979092437
rs10866271	0.6812017111
rs17460693	0.125681967
rs12649043	0.2513731539
rs6857925	0.6545765202
rs333383	0.6541268884
rs6811642	0.6724402817
rs6536237	0.0134207142
rs1388014	0.2882729314
rs1386204	0.1617506004
rs2059510	0.2668457033
rs1280689	0.3923429521
rs2256056	0.4648261434
rs6536055	0.457894524
rs903148	0.4762756303
rs7678335	0.8861299281
rs10032882	0.410076019
rs11938473	0.1324663455
rs17007028	0.4181146394
rs7676237	0.8590371888
rs28875284	0.0518004166
rs4698905	0.8665916123
rs1491711	0.0539815386
rs7436403	0.4162770559
rs7663672	0.0719842663
rs6816148	0.200316601
rs890807	0.4584649468
rs354305	0.9074277404
rs13360518	0.3738613213
rs7447800	0.6211910439
rs10075763	0.8997295215
rs2457761	0.6109466432
rs40012	0.8622417259
rs6555425	0.7604314205
rs12515340	0.9378737702
rs2303645	0.8021421138
rs409773	0.276113135
rs6595423	0.1981658688
rs17054347	0.8753644073
rs16867926	0.2721256725
rs256230	0.9792681396
rs10479360	0.7775633432
rs27435	0.5568559065
rs6556851	0.2117734798
rs2291442	0.9379609598
rs9291758	0.7780926334
rs765199	0.6788936856
rs6888503	0.1600977758
rs329304	-0.00159117019999999
rs7720393	0.0573340577
rs11242259	0.0214007039
rs17083377	0.4754256879
rs13182834	-0.0340555214
rs2964223	0.0244909167
rs4273559	0.8875150115
rs7735111	0.9927702087
rs17102707	0.428916406
rs3924911	0.8080349659
rs26895	0.2763392464
rs6450506	0.2600375069
rs1372670	0.387264547
rs3776820	0.9512112244
rs3852168	0.2650358207
rs13189598	0.9631501897
rs7726907	0.5591556589
rs35255	0.8158574521
rs543502	0.0107032198
rs17057034	0.6980122595
rs10071737	0.5519755448
rs4455542	0.1446405666
rs17167630	0.0820385962
rs13165709	0.4293012433
rs7734612	0.2541253822
rs12659758	0.0740171541
rs237697	0.7628697898
rs4282342	0.531643796
rs4701047	0.924792459
rs17151297	0.0844386697
rs12234019	0.24448021
rs2406615	0.4068484193
rs2372190	0.6229112394
rs1112727	0.9685523105
rs316724	0.5949420379
rs9291897	0.2128889235
rs10042153	0.1997511411
rs13174601	0.6319314471
rs1369286	0.7159184777
rs17650650	0.5799722357
rs10514203	0.9484220907
rs4976326	0.8688045031
rs12520719	0.5799722357
rs390614	0.7090649552
rs6869015	0.4221713215
rs4701487	0.602679128
rs13356198	0.4519926727
rs7727659	0.6998854955
rs10462970	0.0090511581
rs314158	0.5653118361
rs6859582	0.5729239884
rs1542998	0.5856381666
rs1422582	0.4908728449
rs2059225	0.8708165054
rs10940416	0.2612092034
rs12173180	0.0292674546
rs13176136	0.200655699
rs17513503	0.4313697689
rs11954272	0.3554973644
rs13163782	0.0876256408
rs352605	0.3454919245
rs16895444	0.4724960732
rs10037121	0.0305026936
rs6871304	0.0775260987
rs10052189	0.0001607275
rs7700634	0.2575213699
rs1895330	0.3623681922
rs10072401	0.0100622013
rs13189364	0.343182425
rs7718492	0.9519084777
rs9326893	0.1618695024
rs1215428	0.616026487
rs4131808	0.8744899139
rs2966742	0.7727982429
rs326236	0.0280928094
rs10462537	0.1366322387
rs4576181	0.59603521
rs1895467	0.8224448963
rs11737914	0.8539245125
rs1494064	0.2741288741
rs2901889	0.113132016
rs2972212	0.5565798376
rs6889876	0.3590854234
rs13163797	0.563107827
rs6556388	0.7168080073
rs11741978	0.7202760104
rs12521590	0.4333382062
rs7728183	0.7002422364
rs3752050	0.5968548984
rs420399	0.9206051278
rs233363	0.4663429478
rs1373979	0.2738127912
rs780405	0.169083799
rs12519137	0.7869975106
rs3844549	0.6479178612
rs7719818	0.6709165837
rs7724819	0.4326658619
rs27973	0.2038400247
rs32053	0.1866392254
rs6869486	0.9236584571
rs2336237	0.2947186219
rs12521181	0.1450069701
rs10041781	0.0650751099
rs17167955	0.8399047345
rs10080189	0.2834706449
rs351649	0.9877179646
rs6861699	0.8769383736
rs17406872	-0.00267032270000001
rs6886914	0.6682266532
rs17300302	0.1284440564
rs26317	0.3884251163
rs253941	0.0872237157
rs1006844	0.2394187538
rs244473	0.1681419129
rs4702593	0.0836966881
rs168856	0.7169858986
rs2288817	0.4022996674
rs696479	0.0412804095
rs2073902	0.2778106988
rs12653612	0.380959985
rs6882715	0.2124861015
rs2962511	0.0501885168
rs2339607	0.8133970868
rs16878072	0.9957318221
rs10037558	0.4994081531
rs10068672	0.2781257903
rs1450326	0.3695102022
rs6878294	0.4839133334
rs2545156	0.5445037967
rs11953448	0.4218818005
rs2914152	0.1131760457
rs1993878	0.642422234
rs7715173	0.4435919245
rs6595667	0.6943532983
rs7734999	0.7072482764
rs33420	0.1462266923
rs7713119	0.4271838467
rs27706	0.0019375754
rs7726350	0.7401602401
rs31914	0.2620606208
rs13355902	0.1891638594
rs12189214	0.2336217693
rs4705277	0.5491178742
rs17109208	0.9532157962
rs7721013	0.7487534327
rs11740920	0.8184050792
rs1228290	0.3142898649
rs1058600	0.1001880252
rs13155990	0.9636729979
rs314149	0.6022244023
rs696195	0.9477247763
rs2158939	0.7518781718
rs2376673	0.6773669769
rs7716676	0.9548716757
rs6869490	0.1650720122
rs1005138	0.0053038412
rs1864987	0.4927508868
rs6868858	0.823498514
rs6862540	0.5181750014
rs13177514	0.2299041465
rs1353500	0.4816525017
rs13180619	0.3091650652
rs6861099	0.3319914399
rs1833699	0.9915507124
rs3776013	0.2358023767
rs2304075	0.9033245706
rs7717144	0.8161210282
rs1015263	0.257583827
rs7444602	0.5219160345
rs2471070	0.8921457121
rs56341	0.8812222818
rs4608908	0.7152067657
rs2604164	0.4506580873
rs10052090	0.2166714755
rs4266448	0.4389975423
rs13289	0.2105449299
rs196129	0.3264277512
rs2337137	0.2145050743
rs7721767	0.193615564
rs13187457	0.6272540928
rs2619845	0.8491945508
rs2962403	0.6934605263
rs9328017	0.9905925324
rs9325032	0.9773515924
rs12513515	0.3421773107
rs12522953	0.5671475073
rs11741864	-0.024011817
rs933684	0.9053326051
rs13155116	0.1444695009
rs8180418	0.9337755862
rs2054228	0.0881239257
rs6891025	0.1915592725
rs12657244	0.2240816739
rs427501	0.7801212769
rs2113054	0.0263336351
rs7731634	0.0946604831
rs6860906	0.9765675386
rs6893720	0.2667326488
rs6554787	0.6488181986
rs924134	0.0845365417
rs6869863	0.0256055596
rs6453492	0.4239076719
rs4482885	0.3868558428
rs6859463	0.0909752604
rs331301	0.6729779552
rs10051599	0.1409639301
rs264747	0.5916607659
rs792981	0.9757834775
rs6881524	0.5274698258
rs10072084	0.9575732418
rs17068067	0.9445867015
rs3101067	0.2737074127
rs4443456	0.4471275304
rs2287743	0.2341673494
rs3010281	0.9717759331
rs34003	0.5189195856
rs6556349	0.7109348316
rs10805383	8.8043227e-07
rs1433003	0.1946450507
rs17592206	0.5178026433
rs11957964	0.0179099199
rs10053985	0.5881943145
rs71970	0.7675888117
rs1026985	0.1193951139
rs6886341	0.2303422151
rs159625	0.012340062
rs4469170	0.2443721667
rs4286672	0.1824905622
rs6452471	0.0030269346
rs4921346	0.7028279811
rs1379562	0.169083799
rs2560319	0.3784981319
rs12188858	0.8122417259
rs11953210	0.0319237611
rs1183131	0.7647152119
rs2381930	0.8640796018
rs2173013	0.9201689078
rs319590	0.3392590704
rs12153449	0.2855607269
rs17427993	0.3707968071
rs7724087	0.9730827644
rs10045838	0.7098663988
rs168940	0.9301129081
rs1440810	0.3003082062
rs931939	0.2806437531
rs302911	0.5315510988
rs7706874	0.6807683087
rs10491454	0.6964061631
rs27417	0.864692175
rs17574989	0.5724658608
rs2017806	0.0377426854
rs445027	0.2161161722
rs1302779	0.8925825095
rs13173813	0.6451257716
rs3212556	0.9195978268
rs12651950	0.6981014745
rs468772	0.7621108922
rs11743048	0.5742980403
rs12658105	0.1897365356
rs10942766	0.5661171451
rs6865762	0.4763700521
rs2546194	0.0527358549
rs4604167	0.4149220729
rs10512961	0.6292431918
rs556560	0.8695043604
rs12654325	0.7597933501
rs4507458	0.7098663988
rs13170158	0.3499014212
rs6594589	0.6617652608
rs11954792	0.1805237502
rs4505952	0.1303274412
rs10155637	0.1938479781
rs1396482	0.6008599295
rs10051697	0.7611998375
rs1529853	0.7628697898
rs34312	0.9866726553
rs12658397	0.8073315261
rs580641	0.9305489654
rs13186135	0.2869175172
rs6555765	0.1242889441
rs247240	0.5352569671
rs321776	0.6831540514
rs1833714	0.0370662573
rs6868242	0.8892625863
rs1634959	0.4382309611
rs10073636	0.34298145
rs10045892	0.7414025647
rs381182	0.2683212831
rs864674	0.8014382527
rs7707309	0.4096878691
rs6898057	0.7750928865
rs6580290	0.0919753375
rs791639	0.1617734798
rs26617	0.3500015061
rs160512	0.2247915856
rs11135299	0.0703618023
rs12656569	0.5885593449
rs12518984	0.6025881868
rs10057397	0.6364691222
rs7723819	0.0332740837
rs17673685	0.6762028844
rs10064844	0.0057012917
rs11747115	0.22573299
rs17146456	0.1809869827
rs11741672	0.2754976539
rs12517768	0.578783176
rs275456	0.5507689488
rs612442	0.3462944944
rs2432034	0.3657442558
rs7710436	0.9362171225
rs258772	0.2630177395
rs13161662	0.1503796676
rs11134505	0.2247608026
rs4867786	0.4394765314
rs12516024	0.5784172381
rs17738111	0.5597073818
rs12523235	0.7174306054
rs1650670	0.0225375115
rs1457115	0.0432773105
rs2387714	0.24448021
rs7711446	0.9243563102
rs2422269	0.1238829749
rs17058583	0.8079470387
rs399102	0.0122173198
rs550298	0.4678588818
rs7702302	0.569349119
rs9327673	0.907747531
rs159067	0.1201374431
rs17500212	0.0600541052
rs10214316	0.7539753465
rs4637531	0.0589985459
rs2544941	0.860666215
rs2907294	0.9376122
rs26522	0.5122119489
rs399661	0.1619883833
rs256423	0.6372813463
rs4701742	0.0746241816
rs11958111	0.0159159554
rs391229	0.9266242059
rs1001530	0.7484878144
rs7720333	0.0986724849
rs10043332	0.0654787861
rs347380	0.5503165349
rs10462857	0.5464424563
rs17085159	0.3378484337
rs26406	0.7602546132
rs7736282	0.0381377566
rs10942275	0.0475737102
rs2731649	0.1780871437
rs7731305	0.4544693132
rs30074	0.0592440769
rs13157907	0.8765011763
rs13187547	0.4473184997
rs9968699	0.379975618
rs117622	0.9499038423
rs17119328	0.6539470245
rs1037720	0.2874389926
rs11747864	0.8858546543
rs13153820	0.4391891494
rs6899006	0.3328005534
rs2727596	0.880872617
rs10043059	0.9918120336
rs1393241	0.2115502292
rs309924	0.0287470146
rs6884047	0.9678552901
rs6887920	0.5651282189
rs3792894	0.8031978097
rs1489788	0.8637295484
rs868648	0.3665377227
rs9326985	0.7851467441
rs210540	0.0517686284
rs12188245	0.439859654
rs6556142	0.0754603568
rs1549715	0.372873311
rs365607	0.8179658769
rs255619	0.8194590908
rs279395	0.3933212292
rs4704020	0.7599893947
rs852251	0.3474976436
rs4343818	0.0811921842
rs4582335	0.659250343
rs10079906	0.350351124
rs283777	0.7438822468
rs158281	0.8464784258
rs380181	0.6884584873
rs4703451	0.7884073614
rs10044617	0.8174388101
rs870407	0.1294744787
rs6881214	0.8599659314
rs11739705	0.4551158189
rs4615301	0.701758151
rs162436	0.3062551981
rs10074054	0.7667360136
rs161548	0.1085088209
rs1422794	0.7433506488
rs4705889	0.5497633578
rs4067547	0.6934605263
rs7721535	0.2565154029
rs991727	0.5677897781
rs3763075	0.5175233459
rs13183393	-0.0370675466
rs7349777	0.5988181986
rs10041500	0.1869839636
rs26323	0.4275689722
rs6896527	0.4105611086
rs426080	0.8631169343
rs10475936	0.0784396249
rs2033236	0.9272347606
rs7704172	0.5435751623
rs841928	0.5060504663
rs9632437	0.8818341775
rs4702439	0.5501321522
rs2124921	0.0267818016
rs4704327	0.023202175
rs7734578	0.6623040135
rs11747188	0.2985509246
rs780433	0.5516990973
rs6450194	0.6729779552
rs251427	0.0379717488
rs1863957	0.7275617774
rs385670	0.6699304323
rs2967081	0.8657422405
rs163456	-0.0435207629
rs7718215	0.9615817348
rs353296	0.9908538546
rs4077978	0.2473933778
rs10043084	0.2875432633
rs953422	0.8431481898
rs6876983	0.2953407936
rs1432818	0.3459602435
rs10061553	0.2085310059
rs4700153	0.2211022989
rs6863327	0.3419762158
rs6875823	0.1235909805
rs10038365	0.7787100973
rs306232	0.9757834775
rs10512836	0.3026822439
rs890781	0.7405938692
rs2124935	0.7768575718
rs12518773	0.8716037381
rs1473560	0.1126089011
rs482121	0.4771913714
rs2400639	0.0529729734
rs961841	0.4850430655
rs7723349	0.6637404161
rs982605	0.2182245976
rs2861946	0.4702221861
rs1847053	0.6449455823
rs4597971	0.3616723446
rs17167497	0.8002458006
rs10067129	0.1872137062
rs13189365	0.2061757445
rs2632113	0.6171503024
rs2603656	0.1673167283
rs13174812	-0.0345534531
rs11953900	0.9339499882
rs2914255	0.4972532309
rs17384294	0.0363515168
rs877238	0.0234567446
rs6601027	0.6574532235
rs1501683	0.5739316749
rs10479094	0.5691657009
rs1659152	0.3931256113
rs13358233	0.4700365232
rs1859347	0.5404752102
rs259902	0.9679424181
rs991123	0.9339722379
rs13172742	0.5030811186
rs1423480	0.9292407734
rs10477102	0.1986191036
rs40602	0.4086200981
rs6865950	0.8188442633
rs13154702	0.5471807079
rs2416324	0.082404675
rs3811968	0.2665206747
rs10478767	0.8846475858
rs1356691	0.3525017599
rs4868391	0.4332421688
rs1995883	0.6916745758
rs6555532	0.7108458024
rs831844	0.2105449299
rs1504934	0.8573395547
rs12514931	0.8986966049
rs7733971	0.0029188824
rs636607	0.4296860168
rs2203153	0.7798566983
rs253290	0.4043437033
rs12655990	0.959577529
rs13189933	-0.0258583099
rs253347	0.3381309712
rs350507	0.0154354803
rs17163413	0.4157932286
rs2036846	0.4390933478
rs12657527	0.1885907765
rs10040570	0.6462276812
rs10067856	0.6021334512
rs7711825	0.5517912489
rs10473843	0.9304617545
rs787751	0.6214626974
rs4288098	0.1287835666
rs152111	0.6088098559
rs1609462	0.5492219742
rs2672824	0.0064197231
rs3846568	0.3314855383
rs35262	0.2106566843
rs788526	0.3353264388
rs1445787	0.9445867015
rs2676233	0.3257069322
rs467964	0.1449947602
rs3911209	0.9086498078
rs12659544	0.7951892161
rs12523160	0.2791563391
rs7701633	0.7559215809
rs10434789	0.651698185
rs17164135	0.2233101134
rs10428593	0.903673808
rs4912855	0.0560150166
rs13174096	0.4747644383
rs13185466	0.872828242
rs10066787	0.7936740753
rs2619720	0.5531732342
rs13153784	0.8410444245
rs4235743	0.0179353971
rs4705026	0.9469402824
rs9292507	0.389859654
rs10073667	0.3594836529
rs314111	0.0316881328
rs10056835	0.6532275049
rs13361606	0.3611751472
rs1428965	0.0227920573
rs16899455	0.6878329294
rs6888430	0.4855136535
rs17166584	0.2254029469
rs2562576	0.2267224635
rs255889	0.465940191
rs2434672	0.8555007927
rs1391179	0.1294493706
rs7729675	0.6870285408
rs253411	3.7607227e-06
rs6880961	0.9824913396
rs287952	0.6704538071
rs6595839	0.5046483866
rs1845524	0.1829526138
rs7707024	0.1067209139
rs10055260	0.9481605993
rs6450197	0.3403665888
rs828318	0.0722901434
rs2585197	0.9320315109
rs2577502	0.4478913192
rs959949	0.0105212065
rs16878760	0.2437236822
rs12054894	0.3621694058
